alpha,T,auc,brier,log_loss,accuracy,n_bets,roi,profit,win_rate
0.6,1.1,0.7661229865539562,0.19579149514111716,0.5749400494457383,0.68931475029036,426,0.3967136150234742,169.0,0.4154929577464789
0.6,1.2,0.7661229865539562,0.1970257401292193,0.5785718858429607,0.68931475029036,467,0.3595289079229122,167.9,0.39400428265524623
0.6,1.3,0.7661229865539562,0.19840897760299805,0.5823953885912647,0.68931475029036,493,0.3025557809330628,149.15999999999997,0.37322515212981744
0.6,1.5,0.7661229865539562,0.2013526118277854,0.5900296705472198,0.68931475029036,528,0.23229166666666667,122.65,0.3465909090909091
0.6,1.7,0.7661229865539562,0.20428290858830975,0.5971990353454769,0.68931475029036,558,0.21392473118279567,119.36999999999999,0.34408602150537637
0.6,2.0,0.7661229865539562,0.20836493799489209,0.6067236694271463,0.68931475029036,582,0.1920618556701031,111.78,0.3402061855670103
0.6,2.5,0.7661229865539562,0.21409255481142953,0.6194816813805446,0.68931475029036,603,0.17704809286898837,106.75999999999999,0.3383084577114428
0.6,3.0,0.7661229865539562,0.21860721535287958,0.6291956331836334,0.68931475029036,611,0.19333878887070377,118.13,0.3469721767594108
0.65,0.5,0.7671275681587376,0.2031944122501278,0.6014220530122842,0.6922183507549361,743,0.2031493943472409,150.94,0.6864064602960969
0.65,0.6,0.7671261976517734,0.19811390077682342,0.5810634990110184,0.6922183507549361,646,0.21349845201238388,137.92,0.6501547987616099
0.65,0.7,0.7671261976517734,0.19538412143853548,0.5720090113328214,0.6922183507549361,558,0.3054838709677419,170.45999999999998,0.6290322580645161
0.65,0.8,0.7671261976517734,0.19422246633505805,0.5690363476897491,0.6922183507549361,471,0.3457112526539278,162.83,0.5732484076433121
0.65,0.9,0.7671261976517734,0.1940934462623535,0.5693695941939187,0.6922183507549361,409,0.42310513447432757,173.04999999999998,0.511002444987775
0.65,1.0,0.7671261976517734,0.194635000903001,0.5715134859757461,0.6922183507549361,411,0.40418491484184915,166.12,0.44768856447688565
